fecha;finca;variedad;lote ;planta;no.flo;hora;hora(unidad);temp;no.flo.vis;t.v(floVis/noFlo);S;S(pla);S(12m2);a.mellifera(fv);a.mellifera;apis.negra(fv);apis.negra(pla);apis.sp1(fv);apis.sp1(pla);a.verde(fv);a.verde;abe.Peq(fv);picaflor(fv);picaflor(12m2);picaflor.S(12m2);chloro(12m2);saphoo(12m2);amazillia(12m2);michrostilbon(12m2);elefante(fv);elefante;mosquito;syrphidae(fv);syrphidae.S;syrphidae(pla);SyrGra-G;syrphidae tigrePE;syrphi apis;syrphi gordo;syrPe;syrPe(pla);syrGra;syrGra(pla);abejorro(fv);abejorro(12m2);abejorro.S(12m2);b.atratusPe(12m2);b.atratusGra(12m2);bombusSP1(12m2);mariposa(fv);mariposa;mariposa.S;monarca;lunares;mariposa1;coleoptero
43679;tdb;sj;l1;sj1-4;59;14,19;0,59125;18;12;0,203389831;1;1;1;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;sj;l1;sj1-5;75;14,11;0,587916667;18;4;0,053333333;1;1;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;sj;l1;sj1-6;52;14,53;0,605416667;18;11;0,211538462;2;2;2;9;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;sj;l1;sj1-7;65;14,42;0,600833333;18;3;0,046153846;1;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1
43679;tdb;pri;l2;pril2-1;81;15,23;0,634583333;18;13;0,160493827;1;1;2;13;7;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-2;68;15,15;0,63125;18;9;0,132352941;1;1;2;9;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-3;47;15,51;0,64625;18;8;0,170212766;1;1;2;8;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-4;93;15,44;0,643333333;18;23;0,247311828;1;1;1;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-5;62;15,36;0,64;18;2;0,032258065;1;1;2;2;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-6;66;16,13;0,672083333;18;4;0,060606061;1;1;2;4;3;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43679;tdb;pri;l2;pril2-7;89;16,05;0,66875;18;6;0,06741573;1;1;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l6;sj6-1;58;11,15;0,464583333;14;3;0,051724138;1;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
43680;tdb;sj;l6;sj6-2;61;11,37;0,47375;14;5;0,081967213;1;1;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;0
43680;tdb;sj;l6;sj6-3;62;10,49;0,437083333;13;13;0,209677419;1;1;1;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l6;sj6-4;49;10,57;0,440416667;14;5;0,102040816;1;1;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l6;sj6-5;53;11,05;0,460416667;14;6;0,113207547;1;1;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l6;sj6-6;57;10,52;0,438333333;13;14;0,245614035;1;1;1;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l6;sj6-7;53;10,4;0,433333333;13;8;0,150943396;1;1;2;8;4;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-1;73;12,19;0,507916667;14;8;0,109589041;1;2;3;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
43680;tdb;sj;l2;sj2-2;51;12,32;0,513333333;14;12;0,235294118;1;1;1;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-3;55;11,54;0,480833333;14;6;0,109090909;1;1;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-4;60;12,02;0,500833333;14;3;0,05;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-5;58;12,1;0,504166667;14;6;0,103448276;1;1;2;6;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-6;61;11,37;0,47375;14;10;0,163934426;1;1;1;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l2;sj2-7;61;11,46;0,4775;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-1;55;13,09;0,545416667;15;1;0,018181818;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-2;52;13,21;0,550416667;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-3;48;13,39;0,557916667;16;4;0,083333333;1;1;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-4;76;13,3;0,554166667;16;10;0,131578947;1;1;1;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-5;65;13,48;0,561666667;16;2;0,030769231;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-6;49;13,57;0,565416667;17;5;0,102040816;1;1;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
43680;tdb;sj;l3;sj3-7;50;14,06;0,585833333;17;1;0,02;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-1;50;14,31;0,59625;17;8;0,16;1;2;2;8;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-2;55;14,44;0,601666667;17;11;0,2;1;1;1;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-3;66;14,57;0,607083333;17;7;0,106060606;1;1;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-4;43;15,08;0,628333333;17;4;0,093023256;1;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-5;50;15,57;0,64875;17;12;0,24;1;2;2;12;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-6;66;15,47;0,644583333;17;4;0,060606061;1;1;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43680;tdb;sj;l4;sj4-7;62;15,3;0,6375;17;11;0,177419355;2;2;2;9;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-1;74;11,48;0,478333333;14;1;0,013513514;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-2;72;11,48;0,478333333;14;11;0,152777778;1;1;2;11;5;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-3;68;11,57;0,482083333;14;7;0,102941176;1;1;3;7;4;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-4;92;11,24;0,468333333;13;15;0,163043478;1;1;1;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-5;44;11,31;0,47125;14;9;0,204545455;1;1;2;9;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-6;71;11,15;0,464583333;13;4;0,056338028;1;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l1;pril1-7;76;17,07;0,71125;13;13;0,171052632;1;1;1;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-1;53;12,27;0,51125;14;10;0,188679245;2;2;3;8;6;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-2;62;12,42;0,5175;13;9;0,14516129;1;1;3;9;7;0;0;0;0;0;0;0;0;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-3;64;12,56;0,523333333;16;17;0,265625;1;1;3;17;6;0;0;0;0;0;0;0;0;6;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-4;76;13,03;0,542916667;16;8;0,105263158;1;2;2;8;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-5;66;13,14;0,5475;16;16;0,242424242;1;1;3;16;9;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-6;73;13,24;0,551666667;16;7;0,095890411;1;1;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l2;pril2-7;75;13,32;0,555;16;19;0,253333333;1;1;2;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-1;62;13,49;0,562083333;16;8;0,129032258;1;1;1;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-2;62;13,59;0,56625;16;3;0,048387097;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-3;73;14,08;0,586666667;16;2;0,02739726;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-4;57;14,16;0,59;16;6;0,105263158;1;3;3;6;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-5;127;14,29;0,595416667;16;2;0,015748031;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-6;66;14,36;0,598333333;16;2;0,03030303;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;sj;l1;sj1-7;75;14,48;0,603333333;17;9;0,12;2;2;2;7;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-1;58;13,57;0,565416667;17;11;0,189655172;2;2;2;9;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-2;79;16,09;0,670416667;17;9;0,113924051;1;2;2;9;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-3;74;16,34;0,680833333;17;16;0,216216216;1;1;1;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-4;58;15,46;0,644166667;17;3;0,051724138;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-5;83;15,06;0,6275;17;24;0,289156627;1;1;1;24;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-6;80;15,15;0,63125;17;19;0,2375;1;1;3;19;9;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0
43681;tda;pri;l3;pril3-7;75;14,48;0,603333333;17;9;0,12;2;2;2;7;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-1;48;11,21;0,467083333;13;4;0,083333333;1;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-2;52;11,29;0,470416667;14;7;0,134615385;2;3;3;6;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-3;60;11,04;0,46;13;11;0,183333333;1;1;1;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-4;49;11,11;0,462916667;13;4;0,081632653;1;2;3;4;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-5;63;10,39;0,432916667;12;5;0,079365079;1;1;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-6;49;10,47;0,43625;12;5;0,102040816;1;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l3;pril3-7;59;10,55;0,439583333;12;4;0,06779661;1;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
43682;tdb;pri;l4;pril4-1;69;11,45;0,477083333;14;11;0,15942029;1;1;1;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-2;83;12,08;0,503333333;14;10;0,120481928;1;1;1;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-3;47;13;0,541666667;14;3;0,063829787;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-4;59;12,47;0,519583333;14;9;0,152542373;2;2;2;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-5;61;12,19;0,507916667;14;4;0,06557377;1;1;2;4;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-6;43;13,13;0,547083333;15;2;0,046511628;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l4;pril4-7;47;13,25;0,552083333;15;1;0,021276596;1;2;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-1;44;15,03;0,62625;18;17;0,386363636;1;1;1;14;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-2;61;15,11;0,629583333;18;24;0,393442623;1;1;2;24;6;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-3;43;15,21;0,63375;18;2;0,046511628;1;2;3;2;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
43682;tdb;pri;l5;pril5-4;42;14,14;0,589166667;16;14;0,333333333;1;1;2;14;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-5;77;17,23;0,717916667;17;16;0,207792208;2;2;5;15;6;1;1;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-6;54;14,36;0,598333333;17;10;0,185185185;1;1;2;10;2;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;pri;l5;pril5-7;65;14,47;0,602916667;17;2;0,030769231;1;3;3;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-1;64;16,27;0,677916667;18;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
43682;tdb;sj;l5;sj5-2;78;16,35;0,68125;18;12;0,153846154;2;3;3;11;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-3;61;16,44;0,685;18;5;0,081967213;1;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-4;93;16;0,666666667;18;0;0;0;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-5;60;16,11;0,67125;18;5;0,083333333;1;1;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-6;56;15,38;0,640833333;18;4;0,071428571;1;1;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43682;tdb;sj;l5;sj5-7;59;15,48;0,645;18;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-1;64;10,3;0,429166667;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-2;94;10,37;0,432083333;13;4;0,042553191;1;2;2;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-3;51;10,47;0,43625;13;9;0,176470588;2;2;2;5;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-4;93;10,55;0,439583333;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-5;60;11,02;0,459166667;14;8;0,133333333;2;2;2;7;5;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-6;60;11,17;0,465416667;13;3;0,05;1;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43683;tdb;sj;l5;sj5-7;62;11,09;0,462083333;14;7;0,112903226;1;1;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
